name,google_url,categorie,address,phone,website,note,nb_avis,accessible,chiens_acceptes,livraison,livraison_sans_contact,service_de_drive,vente_a_emporter,repas_sur_place,code_plus
Délicias da Maria,https://www.google.com/maps/place/D%C3%A9licias+da+Maria/data=!4m7!3m6!1s0x8d11ff9407296be5:0x1bf5e0a1a7d12987!8m2!3d5.1662633!4d-52.6431447!16s%2Fg%2F11tk70zqbq!19sChIJ5WspB5T_EY0RhynRp6Hg9Rs?authuser=0&hl=fr&rclk=1,Restauration rapide,"Kourou - Europe, Kourou 97310, Guyane française",+594 694 41 56 09,,5,5,non,,,,,oui,,
Kaz'a Latina,https://www.google.com/maps/place/Kaz%27a+Latina/data=!4m7!3m6!1s0x8d11fdbc87570605:0x5b7e8b2cf670b6f6!8m2!3d5.1710987!4d-52.6428881!16s%2Fg%2F11lf3tzlsv!19sChIJBQZXh7z9EY0R9rZw9iyLfls?authuser=0&hl=fr&rclk=1,Restaurant,"FRONT DE MER, 1 Av. Auguste Boudinot, Kourou 97310, Guyane française",+594 594 46 99 42,,"3,9",20,oui,,non,,,oui,oui,
El Reencuentro,https://www.google.com/maps/place/El+Reencuentro/data=!4m7!3m6!1s0x8d11ff006db02b65:0xdf2747496716e97c!8m2!3d5.1631449!4d-52.641677!16s%2Fg%2F11lp75hnjl!19sChIJZSuwbQD_EY0RfOkWZ0lHJ98?authuser=0&hl=fr&rclk=1,Restauration rapide,"Kourou 97310, Guyane française",+594 694 02 56 31,,5,4,non,,,,,,,
Restaurante do Fabio,https://www.google.com/maps/place/Restaurante+do+Fabio/data=!4m7!3m6!1s0x8d11ffdcf8c4b93f:0xe2990926f29bd3a5!8m2!3d5.1510767!4d-52.6456918!16s%2Fg%2F11t6wz96mm!19sChIJP7nE-Nz_EY0RpdOb8iYJmeI?authuser=0&hl=fr&rclk=1,Restaurant,"20 Rue du Dr Herve Floch, Kourou 97310, Guyane française",+594 694 01 32 96,,5,2,oui,,oui,oui,,oui,oui,
Mami,https://www.google.com/maps/place/Mami/data=!4m7!3m6!1s0x8d11fff34b3c97ed:0x41e99338a98c34ef!8m2!3d5.1663774!4d-52.653253!16s%2Fg%2F11j12ydrn1!19sChIJ7Zc8S_P_EY0R7zSMqTiT6UE?authuser=0&hl=fr&rclk=1,Restaurant brésilien,"25 Av. Léopold Sédar Senghor, Kourou 97310, Guyane française",,,"4,5",2,non,,,,,oui,oui,
Glacier des 2 Lacs,https://www.google.com/maps/place/Glacier+des+2+Lacs/data=!4m7!3m6!1s0x8d11fe836894c5a5:0x52f376b8eaf906ea!8m2!3d5.1663077!4d-52.650684!16s%2Fg%2F11cr_sbwst!19sChIJpcWUaIP-EY0R6gb56rh281I?authuser=0&hl=fr&rclk=1,Marchand de glaces,"68 Avenue des Deux Lacs, Kourou 97310, Guyane française",+594 594 32 12 10,fr-fr.facebook.com,"3,6",359,oui,,non,,,oui,oui,
Le Glacier du bourg,https://www.google.com/maps/place/Le+Glacier+du+bourg/data=!4m7!3m6!1s0x8d11ffc843961c81:0xf83c3ef7b0771cc9!8m2!3d5.1546637!4d-52.642786!16s%2Fg%2F11hz0rwnr4!19sChIJgRyWQ8j_EY0RyRx3sPc-PPg?authuser=0&hl=fr&rclk=1,Restaurant de sundae,"2 Rue du Marche, Kourou 97310, Guyane française",,,"4,3",17,non,,non,,,,,
Le Loft,https://www.google.com/maps/place/Le+Loft/data=!4m7!3m6!1s0x8d11fd7f2a4c9d1d:0x481eb8a0ed9154da!8m2!3d5.1731204!4d-52.6582372!16s%2Fg%2F11f7sk8cmq!19sChIJHZ1MKn_9EY0R2lSR7aC4Hkg?authuser=0&hl=fr&rclk=1,Bar,"58FR+6PR, Kourou, Macouria, Guyane française",,,"4,4",12,non,,,,,,oui,
SNACK DES ROCHES,https://www.google.com/maps/place/SNACK+DES+ROCHES/data=!4m7!3m6!1s0x8d11ff3c3b02c253:0xdc34229c4b6106c8!8m2!3d5.1576941!4d-52.6408056!16s%2Fg%2F11sjw2dqs9!19sChIJU8ICOzz_EY0RyAZhS5wiNNw?authuser=0&hl=fr&rclk=1,Restauration rapide,"Kourou, 97310, Guyane française",+594 694 43 53 56,,"4,8",4,non,,,,,oui,,
Chez Maria,https://www.google.com/maps/place/Chez+Maria/data=!4m7!3m6!1s0x8d11ff03cc7c2bf3:0x1ea60e15de7c4eaf!8m2!3d5.1667822!4d-52.6550718!16s%2Fg%2F11tcczlc1m!19sChIJ8yt8zAP_EY0Rr0583hUOph4?authuser=0&hl=fr&rclk=1,Bar,"8, 97310 Av. Soucoumou, Kourou, Guyane française",,,5,3,non,,,,,,oui,
Mille Pâtes Kourou,https://www.google.com/maps/place/Mille+P%C3%A2tes+Kourou/data=!4m7!3m6!1s0x8d11fe6ffd2733cd:0x919c5d28dce4ce19!8m2!3d5.1626673!4d-52.6715833!16s%2Fg%2F11c0qgrdrk!19sChIJzTMn_W_-EY0RGc7k3ChdnJE?authuser=0&hl=fr&rclk=1,Restaurant,"11, 97310 Av. de Prefontaine, Kourou 97310, Guyane française",+594 594 32 32 13,millepates-guyane.com,"3,6",272,oui,,oui,,,oui,oui,
Restaurant Long Fong - La Tulipe,https://www.google.com/maps/place/Restaurant+Long+Fong+-+La+Tulipe/data=!4m7!3m6!1s0x8d11fffb6cfe320d:0x4b346a5f08f2e151!8m2!3d5.1568594!4d-52.6431772!16s%2Fg%2F11lq3th8cs!19sChIJDTL-bPv_EY0RUeHyCF9qNEs?authuser=0&hl=fr&rclk=1,Restauration rapide,"81 Av. General de Gaulle, Kourou 97310, Guyane française",+594 594 32 71 16,,"3,6",12,oui,,,,,,oui,
Les Saveurs de Rosy,https://www.google.com/maps/place/Les+Saveurs+de+Rosy/data=!4m7!3m6!1s0x8d11ff0049b9462b:0x7636bf702ef00e43!8m2!3d5.1587553!4d-52.6714613!16s%2Fg%2F11xyk2cft7!19sChIJK0a5SQD_EY0RQw7wLnC_NnY?authuser=0&hl=fr&rclk=1,Restaurant familial,"97310 Av. de Prefontaine, Kourou 97310, Guyane française",+594 694 45 39 40,,5,3,non,,,,,,,
Maïssa 's house,https://www.google.com/maps/place/Ma%C3%AFssa+%27s+house/data=!4m7!3m6!1s0x8d11ff12dcc16f99:0x256a46433b45162f!8m2!3d5.1547016!4d-52.6478521!16s%2Fg%2F11rxyqrf89!19sChIJmW_B3BL_EY0RLxZFO0NGaiU?authuser=0&hl=fr&rclk=1,Sandwicherie,"5932+VVJ, Kourou 97310, Guyane française",+594 694 43 22 29,,"4,4",8,non,,,,,oui,,
Yguana Kfé,https://www.google.com/maps/place/Yguana+Kf%C3%A9/data=!4m7!3m6!1s0x8d11feec8069aa8f:0x5c23a5d34668e485!8m2!3d5.1500922!4d-52.6441127!16s%2Fg%2F11c20s8kdp!19sChIJj6ppgOz-EY0RheRoRtOlI1w?authuser=0&hl=fr&rclk=1,Bar,"5924+29J, Kourou 97310, Guyane française",+594 694 02 76 12,,4,107,oui,,non,,,,,
Leonardo's pizza,https://www.google.com/maps/place/Leonardo%27s+pizza/data=!4m7!3m6!1s0x8d11ffcfff45cad7:0x621d75bb50b7e904!8m2!3d5.1621529!4d-52.6417649!16s%2Fg%2F11gk8k33n1!19sChIJ18pF_8__EY0RBOm3ULt1HWI?authuser=0&hl=fr&rclk=1,Pizzas à emporter,"100 cité Wacapou, allée des étoiles Kourou, 97310, Guyane française",+594 594 32 81 42,leonardospizza.fr,"4,7",60,non,,,,,oui,,
Restaurant Locwa,https://www.google.com/maps/place/Restaurant+Locwa/data=!4m7!3m6!1s0x8d11ff3569658001:0xe7c75e2966d5a9e6!8m2!3d5.1559443!4d-52.6430545!16s%2Fg%2F11j0b048vs!19sChIJAYBlaTX_EY0R5qnVZilex-c?authuser=0&hl=fr&rclk=1,Restaurant,"58, 97310 Av. General de Gaulle, Kourou 97310, Guyane française",+594 594 32 03 35,,"4,1",23,oui,,,,,,oui,
lovely food,https://www.google.com/maps/place/lovely+food/data=!4m7!3m6!1s0x8d11ff9c2427017d:0x53f14184da0e4414!8m2!3d5.1551876!4d-52.6433489!16s%2Fg%2F11j0y23jm0!19sChIJfQEnJJz_EY0RFEQO2oRB8VM?authuser=0&hl=fr&rclk=1,Restaurant,"au bourg, 61 Av. General de Gaulle, Kourou 97310, Guyane française",+594 594 47 05 05,instagram.com,"4,3",18,non,,,,,oui,oui,
Le Chinatown,https://www.google.com/maps/place/Le+Chinatown/data=!4m7!3m6!1s0x8d11ff4d73090a31:0xdab029c8e2922432!8m2!3d5.1565209!4d-52.6440275!16s%2Fg%2F11rf91xl_d!19sChIJMQoJc03_EY0RMiSS4sgpsNo?authuser=0&hl=fr&rclk=1,Restaurant chinois,"Rue Edjide Duchesne, Kourou 97310, Guyane française",+594 594 32 17 69,,"3,1",10,non,,,,,,oui,
Plage De Kourou,https://www.google.com/maps/place/Plage+De+Kourou/data=!4m7!3m6!1s0x8d11fc253c9161a7:0xc1de47621879bc0e!8m2!3d5.1771859!4d-52.6474406!16s%2Fg%2F11c4672tcy!19sChIJp2GRPCX8EY0RDrx5GGJH3sE?authuser=0&hl=fr&rclk=1,Plage,"Kourou, Guyane française",,,"3,9",82,non,,,,,,,
Jacaré Burger,https://www.google.com/maps/place/Jacar%C3%A9+Burger/data=!4m7!3m6!1s0x8d11fff90c60fc2d:0x702676e85d5e07ee!8m2!3d5.1514375!4d-52.6428125!16s%2Fg%2F11xmbmt1vn!19sChIJLfxgDPn_EY0R7gdeXeh2JnA?authuser=0&hl=fr&rclk=1,Restaurant,"5924+HVC, 97310 Rue du Père Gaston, Kourou 97310, Guyane française",+594 694 37 70 07,jacareburger973.com,4,2,non,,oui,,,oui,oui,
Restaurant scolaire les maripas,https://www.google.com/maps/place/Restaurant+scolaire+les+maripas/data=!4m7!3m6!1s0x8d11ff781f3e88b1:0xfca6641fce687881!8m2!3d5.1671896!4d-52.6482288!16s%2Fg%2F11v3xplgn5!19sChIJsYg-H3j_EY0RgXhozh9kpvw?authuser=0&hl=fr&rclk=1,Restaurant,"97310 Rue Louis Armstrong, Kourou 97310, Guyane française",,,,0,oui,,,,,oui,oui,
Chez ABODY,https://www.google.com/maps/place/Chez+ABODY/data=!4m7!3m6!1s0x8d11ff1fecd77a13:0x95b1ab9c162456cf!8m2!3d5.158914!4d-52.6361212!16s%2Fg%2F11v6ffxwcz!19sChIJE3rX7B__EY0Rz1YkFpyrsZU?authuser=0&hl=fr&rclk=1,Restauration rapide,"17 Rue Roger Mariema, Kourou 97310, Guyane française",,,"4,5",2,non,,non,,,,,
Le Fournil du Bourg,https://www.google.com/maps/place/Le+Fournil+du+Bourg/data=!4m7!3m6!1s0x8d11fe94665ec297:0xa6bb92964176901b!8m2!3d5.1547151!4d-52.6428889!16s%2Fg%2F11d_7h7wxd!19sChIJl8JeZpT-EY0RG5B2QZaSu6Y?authuser=0&hl=fr&rclk=1,Boulangerie,"5934+VRQ, Kourou 97310, Guyane française",+594 594 32 29 12,,"4,3",227,oui,,non,,,oui,oui,
CrocoBeach,https://www.google.com/maps/place/CrocoBeach/data=!4m7!3m6!1s0x8d11ff0048d8e5b5:0xd8b888e23b8f255f!8m2!3d5.1627151!4d-52.6342247!16s%2Fg%2F11ykmpns4c!19sChIJteXYSAD_EY0RXyWPO-KIuNg?authuser=0&hl=fr&rclk=1,Restaurant brésilien,"Kourou, 97310, Kourou 97310, Guyane française",,,,0,non,,,,,,,
Mila,https://www.google.com/maps/place/Mila/data=!4m7!3m6!1s0x8d11ff007b074a11:0xc787dce611fa596a!8m2!3d5.155091!4d-52.6434465!16s%2Fg%2F11xtnsqtjy!19sChIJEUoHewD_EY0Raln6Eebch8c?authuser=0&hl=fr&rclk=1,Restaurant chinois,"59, 97310 Av. General de Gaulle, Kourou 97310, Guyane française",,,,0,non,,,,,,,
Family Snack,https://www.google.com/maps/place/Family+Snack/data=!4m7!3m6!1s0x8d11ffff50293783:0x994510eaccc3cba7!8m2!3d5.1669688!4d-52.6435983!16s%2Fg%2F11svhm3hf8!19sChIJgzcpUP__EY0Rp8vDzOoQRZk?authuser=0&hl=fr&rclk=1,Restauration rapide,"All. de L’Europe, 31 All. de L’Europe, Kourou 97310, Guyane française",+594 694 24 23 12,,"4,5",13,non,,,,,oui,oui,
G.L Saveurs,https://www.google.com/maps/place/G.L+Saveurs/data=!4m7!3m6!1s0x8d11ff829719201d:0x6afed72db5a5498f!8m2!3d5.1685994!4d-52.6425249!16s%2Fg%2F11y0tvmbf2!19sChIJHSAZl4L_EY0Rj0mltS3X_mo?authuser=0&hl=fr&rclk=1,Restauration rapide,"31 Av. Vermont Polycarpe, Kourou 97310, Guyane française",+594 694 48 24 10,,,0,non,,,,,,,
Camp Canopée-Guyane,https://www.google.com/maps/place/Camp+Canop%C3%A9e-Guyane/data=!4m7!3m6!1s0x8d0df38ddc03119f:0x79dc4895277231bf!8m2!3d5.1541453!4d-52.6453445!16s%2Fg%2F11b_1l45bw!19sChIJnxED3I3zDY0RvzFyJ5VI3Hk?authuser=0&hl=fr&rclk=1,Parcours acrobatique en hauteur,"56 Rue du Dr Herve Floch, Kourou 97310, Guyane française",+594 594 32 53 59,canopee-guyane.com,"4,8",174,non,,,,,,,
Sushi Bar de Kourou,https://www.google.com/maps/place/Sushi+Bar+de+Kourou/data=!4m7!3m6!1s0x8d11fe665b94d4cf:0x73e3477d59eedc71!8m2!3d5.1569343!4d-52.668572!16s%2Fg%2F11c6ltd7xd!19sChIJz9SUW2b-EY0RcdzuWX1H43M?authuser=0&hl=fr&rclk=1,Restaurant de sushis,"584J+QHF, Kourou 97310, Guyane française",+594 594 22 26 88,,"3,6",142,oui,,,,,oui,oui,
Sucr'Evasion,https://www.google.com/maps/place/Sucr%27Evasion/data=!4m7!3m6!1s0x8d11fffc21e95079:0x226bd50d4d39aa1b!8m2!3d5.1513994!4d-52.643422!16s%2Fg%2F11xdln4yb4!19sChIJeVDpIfz_EY0RG6o5TQ3VayI?authuser=0&hl=fr&rclk=1,Crêperie,"Place des fêtes au Vieux Bourg, Kourou 97310, Guyane française",+594 694 98 87 07,,,0,non,,oui,,,,oui,
Hotel Résidence Le Gros Bec,https://www.google.com/maps/place/Hotel+R%C3%A9sidence+Le+Gros+Bec/data=!4m10!3m9!1s0x8d11fe93411373d7:0xb9fd129e142824be!5m2!4m1!1i2!8m2!3d5.1541912!4d-52.6453726!16s%2Fg%2F1vzg38fr!19sChIJ13MTQZP-EY0RviQoFJ4S_bk?authuser=0&hl=fr&rclk=1,,"56 Rue du Docteur Herve Floch Kourou Kourou Cayenne, Guyane française",+594 594 32 91 91,hotellegrosbec.com,"4,3",76,non,,,,,,,
DéliFrance,https://www.google.com/maps/place/D%C3%A9liFrance/data=!4m7!3m6!1s0x8d11ff94edc4e869:0x6b00b44a4eb8033!8m2!3d5.1689142!4d-52.6509356!16s%2Fg%2F11rsqq9dkq!19sChIJaejE7ZT_EY0RM4DrpEQLsAY?authuser=0&hl=fr&rclk=1,Café,"589X+HJ8, Kourou 97310, Guyane française",,,4,24,oui,,,,,oui,oui,
Ninhio's Boudin,https://www.google.com/maps/place/Ninhio%27s+Boudin/data=!4m7!3m6!1s0x8d11ffe627cfc99b:0x73b087949218932e!8m2!3d5.1670023!4d-52.6509106!16s%2Fg%2F11sf2m4rhz!19sChIJm8nPJ-b_EY0RLpMYkpSHsHM?authuser=0&hl=fr&rclk=1,Restaurant,"9 Av. Gaston Monnerville, Kourou 97310, Guyane française",+594 694 12 03 94,,,0,oui,,oui,,,oui,,
Le Privé,https://www.google.com/maps/place/Le+Priv%C3%A9/data=!4m7!3m6!1s0x8d11fdb857d14141:0x18ce5a7efa0dd9c8!8m2!3d5.1779361!4d-52.6571629!16s%2Fg%2F11t5tgw2ln!19sChIJQUHRV7j9EY0RyNkN-n5azhg?authuser=0&hl=fr&rclk=1,Discothèque,"Rue Georges Marie Guynemer, Kourou 97310, Guyane française",,,"3,3",3,non,,,,,,,
NO SLEEP BAR RESTO,https://www.google.com/maps/place/NO+SLEEP+BAR+RESTO/data=!4m7!3m6!1s0x8d11ffe0fc0045f9:0x338f503251578968!8m2!3d5.1559612!4d-52.6359629!16s%2Fg%2F11sc3yt6rl!19sChIJ-UUA_OD_EY0RaIlXUTJQjzM?authuser=0&hl=fr&rclk=1,Restauration rapide,"5947+9JR, Kourou 97310, Guyane française",+594 594 58 11 21,,,0,oui,,,,,oui,oui,
Délices boliviennes,https://www.google.com/maps/place/D%C3%A9lices+boliviennes/data=!4m7!3m6!1s0x8d11ff00245f89cf:0xdda6b614dc06c28d!8m2!3d5.1637603!4d-52.6511735!16s%2Fg%2F11y3jcncpx!19sChIJz4lfJAD_EY0RjcIG3BS2pt0?authuser=0&hl=fr&rclk=1,Boulangerie,"28, 97310 Rue Jean Baptiste Lulli, Kourou 97310, Guyane française",+594 694 04 76 03,,5,1,non,,,,,,,
Petit resto Christian,https://www.google.com/maps/place/Petit+resto+Christian/data=!4m7!3m6!1s0x8d11ff001c788b1b:0x22f862059e5f0f76!8m2!3d5.1572977!4d-52.6382822!16s%2Fg%2F11w2knmgg0!19sChIJG4t4HAD_EY0Rdg9fngVi-CI?authuser=0&hl=fr&rclk=1,Restaurant,"11, 97310 Rue des Calebasses, Kourou 97310, Guyane française",,,,0,oui,,,,,,oui,
Crêpes Glaces 999,https://www.google.com/maps/place/Cr%C3%AApes+Glaces+999/data=!4m7!3m6!1s0x8d11ff5bb53c1683:0xe523161d8fe4106b!8m2!3d5.1593593!4d-52.6429636!16s%2Fg%2F11f6nm08kg!19sChIJgxY8tVv_EY0RaxDkjx0WI-U?authuser=0&hl=fr&rclk=1,Restaurant,"5954+PRV, Kourou, Macouria, Guyane française",+594 594 32 93 41,,"3,6",96,oui,,,,,oui,oui,
Pointe des Roches,https://www.google.com/maps/place/Pointe+des+Roches/data=!4m7!3m6!1s0x8d11ffda4e208efd:0xdc741e8db7bd624!8m2!3d5.1581849!4d-52.6263725!16s%2Fg%2F11h3n3b69n!19sChIJ_Y4gTtr_EY0RJNZ72-hBxw0?authuser=0&hl=fr&rclk=1,Point de vue,"595F+7FC, Av. des Roches, Kourou, Guyane française",,,"4,6",70,oui,,,,,,,
La Belle de Pekin,https://www.google.com/maps/place/La+Belle+de+Pekin/data=!4m7!3m6!1s0x8d11ff6b508062df:0xce440e74f0018b7b!8m2!3d5.1566532!4d-52.6429918!16s%2Fg%2F11m_zlw4qs!19sChIJ32KAUGv_EY0Re4sB8HQORM4?authuser=0&hl=fr&rclk=1,Restaurant,"66 Av. General de Gaulle, Kourou 97310, Guyane française",+594 594 32 69 42,,"3,8",36,oui,,,,,oui,oui,
M.Avenue Kébab Snack,https://www.google.com/maps/place/M.Avenue+K%C3%A9bab+Snack/data=!4m7!3m6!1s0x8d11fd87151b8635:0x259a3735f71cfce0!8m2!3d5.1712706!4d-52.6512588!16s%2Fg%2F11thnnr5vv!19sChIJNYYbFYf9EY0R4Pwc9zU3miU?authuser=0&hl=fr&rclk=1,Restauration rapide,"58CX+GF5, Av. Gaston Monnerville, Kourou 97310, Guyane française",+594 594 22 61 60,,"3,1",50,non,,,,,oui,oui,
Pizza Kourou,https://www.google.com/maps/place/Pizza+Kourou/data=!4m7!3m6!1s0x8d11ff59fa5b5611:0x86ac838e103e17e!8m2!3d5.1620229!4d-52.6415897!16s%2Fg%2F11fqcxp2kp!19sChIJEVZb-ln_EY0RfuED4TjIagg?authuser=0&hl=fr&rclk=1,Pizzeria,"5965+R93, Kourou 97310, Guyane française",+594 594 40 22 40,,"3,3",37,non,,,,,oui,oui,
Aigle Pizza,https://www.google.com/maps/place/Aigle+Pizza/data=!4m7!3m6!1s0x8d11ff7602ce5b49:0xa68598a1ee400889!8m2!3d5.1642226!4d-52.6410122!16s%2Fg%2F11h0b3d1cd!19sChIJSVvOAnb_EY0RiQhA7qGYhaY?authuser=0&hl=fr&rclk=1,Pizzas à emporter,"Place De La Condamine - Quartier Simarouba, Kourou 97310, Guyane française",+594 694 38 02 35,m.facebook.com,"4,3",9,oui,,non,,,oui,,
Elixir,https://www.google.com/maps/place/Elixir/data=!4m7!3m6!1s0x8d11ff947d41d801:0x7b3214e402b30a36!8m2!3d5.1542087!4d-52.6563482!16s%2Fg%2F11yjhmrnmg!19sChIJAdhBfZT_EY0RNgqzAuQUMns?authuser=0&hl=fr&rclk=1,Bar lounge,"Centre commercial Millénium, situé derrière FitnessPark, 805 Ave de Pariacabo, Kourou 97310, Guyane française",,,,0,non,,,,,oui,oui,
Snack Pizzeria Santos,https://www.google.com/maps/place/Snack+Pizzeria+Santos/data=!4m7!3m6!1s0x8d11ffc2dbfbe207:0xd0ee9f95d469d6b3!8m2!3d5.1573753!4d-52.6405518!16s%2Fg%2F11jmc580ms!19sChIJB-L728L_EY0Rs9Zp1JWf7tA?authuser=0&hl=fr&rclk=1,Restaurant,"rue du levant, Av. Des Roches, Guyane française",+594 694 22 55 95,,5,2,oui,,,,,oui,oui,"5955+58 Macouria, Guyane française"
B2L,https://www.google.com/maps/place/B2L/data=!4m7!3m6!1s0x8d11ffd005895749:0x79ee1e24c39406cb!8m2!3d5.1628834!4d-52.6395237!16s%2Fg%2F11gjqmz8ts!19sChIJSVeJBdD_EY0RywaUwyQe7nk?authuser=0&hl=fr&rclk=1,Boucherie,"1 place Newton Kourou, Guyane française",+594 594 32 30 32,,"4,5",53,oui,,,,,,,
Hotel Ballahou,https://www.google.com/maps/place/Hotel+Ballahou/data=!4m7!3m6!1s0x8d11fc26f307fe5d:0x649c2c4683e9f3b3!8m2!3d5.1725098!4d-52.6461857!16s%2Fg%2F11cs3c5mn5!19sChIJXf4H8yb8EY0Rs_Ppg0YsnGQ?authuser=0&hl=fr&rclk=1,,"Rue Martial Amet, Kourou 97310, Guyane française",+594 594 22 00 22,hotel-ballahou.com,"3,9",71,non,,,,,,,
Freko Bar,https://www.google.com/maps/place/Freko+Bar/data=!4m7!3m6!1s0x8d11ffe9851a1139:0xff67ccee9cd71788!8m2!3d5.156531!4d-52.6379831!16s%2Fg%2F11sx07wpqb!19sChIJOREahen_EY0RiBfXnO7MZ_8?authuser=0&hl=fr&rclk=1,Bar,"5946+JR6, Rue des Sapotilles, Kourou 97310, Guyane française",,,4,1,oui,,,,,oui,oui,
Magasin BELMA,https://www.google.com/maps/place/Magasin+BELMA/data=!4m7!3m6!1s0x8d11ffc89509f21f:0x5520ec99400a0818!8m2!3d5.1571891!4d-52.6381287!16s%2Fg%2F11fd8gwsp_!19sChIJH_IJlcj_EY0RGAgKQJnsIFU?authuser=0&hl=fr&rclk=1,Bar,"5946+VPH, Rue des Calebasses, Kourou 97310, Guyane française",+594 694 00 27 49,,"4,7",3,oui,,,,,,oui,
Bar des sports,https://www.google.com/maps/place/Bar+des+sports/data=!4m7!3m6!1s0x8d11fe9e697338ff:0x2c19b2d813ca8c30!8m2!3d5.1654375!4d-52.6414375!16s%2Fg%2F11cs3ztzx3!19sChIJ_zhzaZ7-EY0RMIzKE9iyGSw?authuser=0&hl=fr&rclk=1,Bar,"4 rue des frères Kennedy, Kourou 97310, Guyane française",+594 694 43 89 17,,"4,1",235,oui,,non,,,,oui,
Plage des Roches,https://www.google.com/maps/place/Plage+des+Roches/data=!4m7!3m6!1s0x8d11feaf8d9b3c7d:0xb4394353e1cf0389!8m2!3d5.1600341!4d-52.62746!16s%2Fg%2F11dzd_7fwv!19sChIJfTybja_-EY0RiQPP4VNDObQ?authuser=0&hl=fr&rclk=1,Plage,"Kourou, Guyane française",,,"4,1",67,non,,,,,,,
Carnet des brochettes,https://www.google.com/maps/place/Carnet+des+brochettes/data=!4m7!3m6!1s0x8d11ff0009879d43:0xdc4edf21172ff5c3!8m2!3d5.156416!4d-52.6364249!16s%2Fg%2F11vt6f93qy!19sChIJQ52HCQD_EY0Rw_UvFyHfTtw?authuser=0&hl=fr&rclk=1,Restaurant,"6 Imp. Moucaya, Kourou 97310, Guyane française",,,,0,non,,,,,,,
LUXXY BAR - RESTAURANT,https://www.google.com/maps/place/LUXXY+BAR+-+RESTAURANT/data=!4m7!3m6!1s0x8d11ff000779016b:0xd2419245e9bdc1d3!8m2!3d5.1547449!4d-52.6530546!16s%2Fg%2F11y6htth6p!19sChIJawF5BwD_EY0R08G96UWSQdI?authuser=0&hl=fr&rclk=1,Restauration rapide,"43, 97310 Rue Jules Bayonne, Kourou, Guyane française",,,,0,oui,,,,,oui,oui,
Jo,https://www.google.com/maps/place/Jo/data=!4m7!3m6!1s0x8d11ff00063e2569:0xdd0d7d41048adf!8m2!3d5.1673015!4d-52.6470275!16s%2Fg%2F11y34fqw4c!19sChIJaSU-BgD_EY0R34oEQX0N3QA?authuser=0&hl=fr&rclk=1,Marchand de glaces,"18, 97310 Rue Louis Armstrong, Kourou 97310, Guyane française",,,"4,8",4,non,,,,,oui,,
McDonald's Kourou,https://www.google.com/maps/place/McDonald%27s+Kourou/data=!4m7!3m6!1s0x8d11fc28a2b5b967:0xa6a0813856b96309!8m2!3d5.1729341!4d-52.6499831!16s%2Fg%2F11crzkpw9z!19sChIJZ7m1oij8EY0RCWO5VjiBoKY?authuser=0&hl=fr&rclk=1,Restauration rapide,"Av. Gaston Monnerville, Kourou 97310, Guyane française",+594 594 32 44 59,mcdonalds.com.gy,"2,7",462,oui,,,,oui,,oui,
Chez Taliko,https://www.google.com/maps/place/Chez+Taliko/data=!4m7!3m6!1s0x8d11fdab9da80d79:0x5d8917910733226b!8m2!3d5.1734241!4d-52.6449788!16s%2Fg%2F11hzjymfm9!19sChIJeQ2onav9EY0RayIzB5EXiV0?authuser=0&hl=fr&rclk=1,Hébergement,"59F4+926, Kourou 97310, Guyane française",,escapade-carbet.com,"4,3",3,non,,,,,,,
BOWLING DE KOUROU,https://www.google.com/maps/place/BOWLING+DE+KOUROU/data=!4m7!3m6!1s0x8d11ff68b86c578d:0xa0f345a4fe41cb42!8m2!3d5.1626912!4d-52.6718003!16s%2Fg%2F11ghrh5fr2!19sChIJjVdsuGj_EY0RQstB_qRF86A?authuser=0&hl=fr&rclk=1,Bowling,"11 Avenue de Préfontaine, Kourou 97310, Guyane française",+594 594 32 46 27,kourou-bowling-loisirs.com,"3,4",20,non,,,,,,,
Lunch Area,https://www.google.com/maps/place/Lunch+Area/data=!4m7!3m6!1s0x8d11ff004d50ffdd:0xeace73f6e9978b54!8m2!3d5.168467!4d-52.6867963!16s%2Fg%2F11xmlyz_9n!19sChIJ3f9QTQD_EY0RVIuX6fZzzuo?authuser=0&hl=fr&rclk=1,Restaurant ouvert le midi,"5897+97P, Kourou 97310, Guyane française",,,5,1,non,,,,,,,
EL FENIX Snack,https://www.google.com/maps/place/EL+FENIX+Snack/data=!4m7!3m6!1s0x8d11ff007bc8c659:0xcadb22e85885c0e0!8m2!3d5.1664468!4d-52.6429101!16s%2Fg%2F11x62zvcjw!19sChIJWcbIewD_EY0R4MCFWOgi28o?authuser=0&hl=fr&rclk=1,Snack,"42 PLACE DE L'EUROPE, Kourou 97310, Guyane française",,,,0,non,,,,,,,
Centre Hospitalier de Kourou- CHU de Guyane,https://www.google.com/maps/place/Centre+Hospitalier+de+Kourou-+CHU+de+Guyane/data=!4m7!3m6!1s0x8d11fe9a4acc7e21:0xddf454f25e10d73d!8m2!3d5.1632277!4d-52.6448345!16s%2Fg%2F11c1nhxc5g!19sChIJIX7MSpr-EY0RPdcQXvJU9N0?authuser=0&hl=fr&rclk=1,Hôpital,"Avenue Leopold HEDER, Ave Des Iles, Kourou 97310, Guyane française",+594 594 32 76 76,ch-kourou.fr,"3,3",43,oui,,,,,,,
